"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction"
"Gene0633",1670.84004375844,0.225200842951943,0.22874619181415,0.154460629955612,0.667212717629134,FALSE,"Not significant"
"Gene0806",210.767763076598,-0.230668368277444,0.263002388237687,0.154491114597646,0.667212717629134,FALSE,"Not significant"
"Gene0515",20.4272490648717,-0.217293783579181,0.303910540988289,0.157212804043113,0.676015057385385,FALSE,"Not significant"
"Gene0177",170.551884855091,0.2264983188363,0.24341326303183,0.158323730897944,0.677844891160464,FALSE,"Not significant"
"Gene0665",30.1111400857245,0.23021637854837,0.278241217424121,0.159242349188577,0.678768233247514,FALSE,"Not significant"
"Gene0731",27.0080463147622,-0.229290168953836,0.255941169808672,0.159912030684197,0.678768233247514,FALSE,"Not significant"
"Gene0314",14.3772992841901,-0.220882671250704,0.294864699317226,0.16131749943409,0.678773488809057,FALSE,"Not significant"
"Gene0458",61.7904039776372,-0.226354044276309,0.25563836590247,0.161972237976681,0.678773488809057,FALSE,"Not significant"
"Gene0797",21.8446775430147,-0.228091536223711,0.259255085747789,0.160638655511341,0.678773488809057,FALSE,"Not significant"
"Gene0927",60.1380999081764,0.223214235486442,0.241642688928878,0.163040629424296,0.680367858652442,FALSE,"Not significant"
"Gene0390",77.4518172352398,-0.22520164352752,0.256793008302204,0.165257104574432,0.683846344870766,FALSE,"Not significant"
"Gene0942",287.553806810219,-0.222363189844357,0.281391300185138,0.16511731438297,0.683846344870766,FALSE,"Not significant"
"Gene0261",35.8335471598064,0.223373226064626,0.238983233891836,0.16651033347707,0.686161332536759,FALSE,"Not significant"
"Gene0253",57.1214759502198,-0.220596457062368,0.249185370758947,0.168303966956166,0.687944133091699,FALSE,"Not significant"
"Gene0426",61.9898755793786,0.216796346049681,0.225233577260314,0.168334155923348,0.687944133091699,FALSE,"Not significant"
"Gene0247",21.858426901543,-0.210784424373357,0.27750107491577,0.176382826104977,0.694990498078972,FALSE,"Not significant"
"Gene0288",42.867763718726,-0.218313134061712,0.252552792076525,0.175877877112166,0.694990498078972,FALSE,"Not significant"
"Gene0459",61.2858941294061,0.211445449556743,0.291758675735374,0.175360111486274,0.694990498078972,FALSE,"Not significant"
"Gene0570",211.331616984859,-0.207814650438942,0.213314934462923,0.175798360760478,0.694990498078972,FALSE,"Not significant"
"Gene0592",50.1756095822475,-0.212956954822846,0.286732039044871,0.176325631511551,0.694990498078972,FALSE,"Not significant"
"Gene0697",388.029086307038,0.211378652237212,0.216806324198656,0.174080129622739,0.694990498078972,FALSE,"Not significant"
"Gene0705",54.590763985586,0.211044457421921,0.266064533104387,0.173499714144952,0.694990498078972,FALSE,"Not significant"
"Gene0771",12.8521586641266,-0.207806884358679,0.295889157767433,0.174865711207726,0.694990498078972,FALSE,"Not significant"
"Gene0866",44.6766243467618,-0.214833723243827,0.275568392581724,0.17328870747221,0.694990498078972,FALSE,"Not significant"
"Gene0245",105.405665177622,0.197418522906258,0.281871538092585,0.178612755711136,0.698213499598078,FALSE,"Not significant"
"Gene0674",19.8617263678721,-0.211986838492467,0.287403234413401,0.178074476393252,0.698213499598078,FALSE,"Not significant"
"Gene0411",162.029858873274,-0.210169360684186,0.230586011537034,0.182822757393099,0.711857114416438,FALSE,"Not significant"
"Gene0234",30.4260541348831,-0.208130352867253,0.256400599968751,0.192168402502044,0.742400586228601,FALSE,"Not significant"
"Gene0911",49.5634005019876,0.203567509832792,0.264692293441813,0.191625087007382,0.742400586228601,FALSE,"Not significant"
"Gene0112",22.011710158628,0.196193929660759,0.273938841000204,0.202039357470239,0.742813845866417,FALSE,"Not significant"
"Gene0343",105.289255146846,0.205209495266116,0.238835309406903,0.194629690366778,0.742813845866417,FALSE,"Not significant"
"Gene0404",100.142989286658,-0.198346010049263,0.23005497313595,0.199159759448442,0.742813845866417,FALSE,"Not significant"
"Gene0442",330.563925739647,-0.202207910444218,0.22062428145555,0.196040974889977,0.742813845866417,FALSE,"Not significant"
"Gene0479",194.969616501942,0.193881151741492,0.270727585240691,0.199298348701505,0.742813845866417,FALSE,"Not significant"
"Gene0506",76.751305979099,-0.204909104003949,0.259679640401582,0.193653166577853,0.742813845866417,FALSE,"Not significant"
"Gene0563",72.6341815944837,-0.198546593745716,0.223113886164099,0.20188969009838,0.742813845866417,FALSE,"Not significant"
"Gene0566",352.048673451745,-0.202091682710146,0.250211638052434,0.194603286150376,0.742813845866417,FALSE,"Not significant"
"Gene0729",157.177649567569,-0.202365166177866,0.242884259985128,0.200163014689369,0.742813845866417,FALSE,"Not significant"
"Gene0753",48.4149670309001,0.202147756465035,0.235290180156138,0.199745178448122,0.742813845866417,FALSE,"Not significant"
"Gene0814",114.536456839484,-0.196084280921482,0.267092237212629,0.197017787848336,0.742813845866417,FALSE,"Not significant"
"Gene0828",40.2116653145557,0.201775934737988,0.23866075899569,0.201586496660531,0.742813845866417,FALSE,"Not significant"
"Gene0976",43.9178319322025,-0.202515771134828,0.235877474888513,0.197526785167424,0.742813845866417,FALSE,"Not significant"
"Gene0726",64.1560425381216,-0.197719781301266,0.243294006733613,0.205056313033088,0.751113679961942,FALSE,"Not significant"
"Gene0755",44.0278211618484,0.192892082217331,0.27931328584724,0.206792168671007,0.754676955039209,FALSE,"Not significant"
"Gene0444",69.2632638726322,0.197383839496435,0.245163156963795,0.208515578166261,0.75539160002356,FALSE,"Not significant"
"Gene0979",292.033445027591,0.195457435968499,0.239841957416933,0.207949192216913,0.75539160002356,FALSE,"Not significant"
"Gene0127",98.0654663872366,-0.195385119679508,0.242753247909187,0.210472262492477,0.759697327025764,FALSE,"Not significant"
"Gene0693",579.033237144584,0.193446065606012,0.227418837652965,0.212507811676404,0.764255366356232,FALSE,"Not significant"
"Gene0323",317.055787101736,-0.188870358781558,0.221220402663331,0.217119810697555,0.772415441654251,FALSE,"Not significant"
"Gene0490",19.7266927849048,-0.188873795964607,0.277939416474972,0.216567591522987,0.772415441654251,FALSE,"Not significant"
"Gene0954",206.601623495062,0.194148861616453,0.240267556468605,0.216554539939161,0.772415441654251,FALSE,"Not significant"
"Gene0188",55.5967410260256,0.190693924954021,0.242387343931968,0.218807916898607,0.775630931228394,FALSE,"Not significant"
"Gene0203",18.7768011491749,-0.188360785956444,0.2706056672354,0.21980097111661,0.776368430122598,FALSE,"Not significant"
"Gene0324",60.9028809748846,0.188640408392368,0.270888947486465,0.220657641412934,0.776620666752284,FALSE,"Not significant"
"Gene0362",39.1356497647517,-0.174559924158041,0.277122567632187,0.223274317548927,0.783043617219465,FALSE,"Not significant"
"Gene0146",173.048810547377,-0.177649667715668,0.192326957321012,0.225003021647915,0.784658607521605,FALSE,"Not significant"
"Gene0865",28.91313022796,-0.190060588590794,0.242802948261218,0.225321581937448,0.784658607521605,FALSE,"Not significant"
"Gene0760",75.7361315673926,0.188848008815123,0.241723384956938,0.229443008561492,0.796207492867773,FALSE,"Not significant"
"Gene0707",40.0197586258508,0.187542440191561,0.244975125301582,0.230421530034714,0.796807318896267,FALSE,"Not significant"
"Gene0331",35.9810820573244,-0.18533394356279,0.226729683438598,0.231278567419847,0.796984331631457,FALSE,"Not significant"
"Gene0569",58.8156822649926,-0.181820718168239,0.212348152698641,0.232942289351038,0.799930292250613,FALSE,"Not significant"
"Gene0862",1176.80842180349,-0.180820016553549,0.21308440632507,0.234842020566545,0.803663523668902,FALSE,"Not significant"
"Gene0484",99.6953850285244,0.180369376933703,0.249569954133743,0.240434154925023,0.815284344416384,FALSE,"Not significant"
"Gene0647",49.0430670675683,0.179838349930215,0.215037953199675,0.240710847896445,0.815284344416384,FALSE,"Not significant"
"Gene0930",208.63969757014,0.17974462944393,0.213372712445004,0.239865344041124,0.815284344416384,FALSE,"Not significant"
"Gene0128",112.896226916854,0.173868639728024,0.200082298133697,0.243369684806431,0.819379749022515,FALSE,"Not significant"
"Gene0338",116.813414154249,0.173450524825249,0.199903941266268,0.243576993137128,0.819379749022515,FALSE,"Not significant"
"Gene0600",73.9588632304872,0.17630946386978,0.246446326011023,0.252633559873753,0.846964714288617,FALSE,"Not significant"
"Gene0214",158.537932570372,-0.169790083206607,0.230276416200117,0.257890736691759,0.847135836116995,FALSE,"Not significant"
"Gene0485",146.498729333903,0.172738880519557,0.211759008257125,0.256603912979382,0.847135836116995,FALSE,"Not significant"
"Gene0531",56.8928913599004,-0.171368732063404,0.248029221496729,0.255125988123155,0.847135836116995,FALSE,"Not significant"
"Gene0765",197.106288966483,0.173051266559656,0.22840482229265,0.257224775256621,0.847135836116995,FALSE,"Not significant"
"Gene0783",17.8935878428701,-0.164577176293296,0.269290146514872,0.258680508096393,0.847135836116995,FALSE,"Not significant"
"Gene0859",100.179116659159,-0.174513545557453,0.232268355464655,0.257587532420646,0.847135836116995,FALSE,"Not significant"
"Gene0869",55.5181724769573,-0.164074883836563,0.269324447147951,0.253942284729222,0.847135836116995,FALSE,"Not significant"
"Gene0434",180.908769764307,-0.169537418120006,0.213809064786239,0.261126864497094,0.849521279564561,FALSE,"Not significant"
"Gene0837",34.5695503019499,0.174143737706424,0.245098473839629,0.260809176635077,0.849521279564561,FALSE,"Not significant"
"Gene0246",298.822751725001,-0.167766534115418,0.212568402335193,0.26625848565955,0.854966371160049,FALSE,"Not significant"
"Gene0369",322.317999511767,0.169043026093046,0.21837282111402,0.265332099674825,0.854966371160049,FALSE,"Not significant"
"Gene0551",41.7763830667664,-0.168931110229116,0.243485893796812,0.265853804095149,0.854966371160049,FALSE,"Not significant"
"Gene0642",69.4105925535104,0.171739829524785,0.227622206871786,0.265862950164371,0.854966371160049,FALSE,"Not significant"
"Gene0106",43.704656967565,-0.165819687511042,0.246100626897798,0.270307356631687,0.855576497424681,FALSE,"Not significant"
"Gene0205",26.2874209082864,-0.168990664464154,0.250091898349912,0.269240815519036,0.855576497424681,FALSE,"Not significant"
"Gene0260",17.7404315104011,-0.162360838778096,0.267126721792996,0.267612513624247,0.855576497424681,FALSE,"Not significant"
"Gene0576",32.2438183107828,0.161909051978059,0.267185220918368,0.269572322658643,0.855576497424681,FALSE,"Not significant"
"Gene0903",36.1849208851071,-0.167993561825381,0.240060115179229,0.270773957223382,0.855576497424681,FALSE,"Not significant"
"Gene0438",239.856454827181,0.166425424711187,0.237703317020198,0.272751640864192,0.859080805142312,FALSE,"Not significant"
"Gene0395",7.94705214476579,0.151637400975107,0.277863488252242,0.275709551358034,0.864624836089269,FALSE,"Not significant"
"Gene0398",182.780999634566,-0.160548473653679,0.249203381158174,0.276260311632163,0.864624836089269,FALSE,"Not significant"
"Gene0477",211.16383085857,-0.165165974217555,0.241733782227752,0.278120321809913,0.864971692672969,FALSE,"Not significant"
"Gene0938",49.7106508985565,-0.166172023978806,0.232779802106057,0.277887220362168,0.864971692672969,FALSE,"Not significant"
"Gene0140",231.473529169858,-0.160623009560361,0.221203944748348,0.27961427281957,0.866891899117725,FALSE,"Not significant"
"Gene0161",130.060928370187,-0.16328925449388,0.229473049672726,0.283264736659254,0.870027405453423,FALSE,"Not significant"
"Gene0307",42.1221909295171,0.162789692071086,0.233209112693214,0.28169604758079,0.870027405453423,FALSE,"Not significant"
"Gene0358",79.9602441099767,0.16460897120687,0.238657418350984,0.28242474005531,0.870027405453423,FALSE,"Not significant"
"Gene0219",142.910450165637,0.153100814510757,0.2512270065285,0.290217935833386,0.876434792573648,FALSE,"Not significant"
"Gene0424",182.182809036901,-0.158910380757897,0.214426103690603,0.290438525668213,0.876434792573648,FALSE,"Not significant"
"Gene0523",42.4301934050232,0.156360697524272,0.256420792967639,0.29035947298203,0.876434792573648,FALSE,"Not significant"
"Gene0573",15.1881968101895,-0.149341353737656,0.270770289770053,0.290667959518864,0.876434792573648,FALSE,"Not significant"
"Gene0589",112.650554471227,0.160209951081655,0.214603875076207,0.289826317278316,0.876434792573648,FALSE,"Not significant"
"Gene0847",86.629167897538,0.161691821550477,0.236487741855019,0.288994943531105,0.876434792573648,FALSE,"Not significant"
"Gene0894",81.3560810840289,-0.159550453861746,0.24314600209125,0.292323413191889,0.87874728160115,FALSE,"Not significant"
"Gene0107",212.412826011703,-0.157712586273037,0.221135068661797,0.29783523102173,0.879280726807434,FALSE,"Not significant"
"Gene0142",93.9941632045175,0.150041331903972,0.261021458080131,0.296952235118183,0.879280726807434,FALSE,"Not significant"
"Gene0153",79.0888564436842,-0.146459066943135,0.266429332795949,0.296356645857729,0.879280726807434,FALSE,"Not significant"
"Gene0181",159.332636789109,-0.159641228089069,0.215710128287788,0.295175628707848,0.879280726807434,FALSE,"Not significant"
"Gene0317",75.969928216808,-0.118529301312798,0.28741350012433,0.296131539001623,0.879280726807434,FALSE,"Not significant"
"Gene0500",106.434347862268,0.157633243270033,0.219836782444291,0.294695497643497,0.879280726807434,FALSE,"Not significant"
"Gene0213",33.6451507363358,-0.147420044949353,0.261340099918011,0.299329495221963,0.881062115400361,FALSE,"Not significant"
"Gene0170",17.3600161643211,0.1549851599635,0.251132921790969,0.301915766063223,0.886037663609873,FALSE,"Not significant"
"Gene0396",75.0428892021567,0.155765887629083,0.216145441796511,0.303749071759222,0.888780567958198,FALSE,"Not significant"
"Gene0114",21.4462666962766,0.143163297358464,0.251880360045249,0.330466061589001,0.889487799403231,FALSE,"Not significant"
"Gene0136",338.267732648728,0.142006065285928,0.190861070430984,0.331970019553299,0.889487799403231,FALSE,"Not significant"
"Gene0151",372.047349632205,-0.151211582144845,0.225622006686521,0.306031955053889,0.889487799403231,FALSE,"Not significant"
"Gene0167",45.2971664388661,0.155586174759683,0.225223578321156,0.307191197464006,0.889487799403231,FALSE,"Not significant"
"Gene0176",26.8337236675067,0.14010107085837,0.263726909330833,0.312985622718827,0.889487799403231,FALSE,"Not significant"
"Gene0211",123.170782563745,0.151060575849871,0.240406943379467,0.311002377901187,0.889487799403231,FALSE,"Not significant"
"Gene0226",97.8069976823153,0.134624557740014,0.258623357443797,0.327818619508366,0.889487799403231,FALSE,"Not significant"
"Gene0243",88.5246238556914,-0.139958810883478,0.256584832641421,0.332638239711109,0.889487799403231,FALSE,"Not significant"
"Gene0250",15.1522110365438,0.149529499499817,0.249167804446243,0.317927820052298,0.889487799403231,FALSE,"Not significant"
"Gene0258",499.912381374115,0.14634088080229,0.215208453536643,0.33096896177152,0.889487799403231,FALSE,"Not significant"
"Gene0262",18.6320708850355,-0.148525685519846,0.244560864975616,0.322197459040974,0.889487799403231,FALSE,"Not significant"
"Gene0270",84.8611608468781,-0.146118360350591,0.23321072435093,0.329661498469654,0.889487799403231,FALSE,"Not significant"
"Gene0283",33.5636528969082,0.152805430423582,0.237536882112138,0.309736746319039,0.889487799403231,FALSE,"Not significant"
"Gene0290",156.746275192932,-0.150489491359922,0.224976668522604,0.319472417586932,0.889487799403231,FALSE,"Not significant"
"Gene0413",127.332713422234,-0.140139214679321,0.255214291203207,0.335117311884802,0.889487799403231,FALSE,"Not significant"
"Gene0433",32.3657217714865,0.147862258344893,0.247545971918549,0.320013018835367,0.889487799403231,FALSE,"Not significant"
"Gene0441",30.8135896741222,0.150018875034384,0.224704958729938,0.322689837099842,0.889487799403231,FALSE,"Not significant"
"Gene0449",164.725914537408,0.144627938054241,0.231917455314224,0.335469109380591,0.889487799403231,FALSE,"Not significant"
"Gene0460",77.4658219433442,-0.151408073991735,0.210279337648493,0.311268401885905,0.889487799403231,FALSE,"Not significant"
"Gene0473",159.94631658234,-0.141831814154323,0.243956848583619,0.329222944944974,0.889487799403231,FALSE,"Not significant"
"Gene0476",18.0585322077304,0.151725224484804,0.241407364089226,0.315061843468351,0.889487799403231,FALSE,"Not significant"
"Gene0492",99.5493763326628,-0.150353487718554,0.212132672406434,0.313134602925829,0.889487799403231,FALSE,"Not significant"
"Gene0554",128.693335565285,0.153538164919685,0.232799136475327,0.310129968677906,0.889487799403231,FALSE,"Not significant"
"Gene0639",123.868297423298,0.149344636850191,0.237748811571424,0.321581708287641,0.889487799403231,FALSE,"Not significant"
"Gene0680",13.4659425348009,-0.136677231096067,0.262121200946833,0.335289400705571,0.889487799403231,FALSE,"Not significant"
"Gene0686",15.6055412875692,0.141828550127206,0.249637256076548,0.333222780610835,0.889487799403231,FALSE,"Not significant"
"Gene0690",561.352684790943,-0.152479080951367,0.238836291263854,0.305275304580226,0.889487799403231,FALSE,"Not significant"
"Gene0718",24.0399202496584,0.138919202579734,0.266719056374519,0.320937673529401,0.889487799403231,FALSE,"Not significant"
"Gene0748",37.7750960693337,0.147063135312938,0.233402112310972,0.33040428574971,0.889487799403231,FALSE,"Not significant"
"Gene0775",168.620372533507,-0.147197733435307,0.243025239559127,0.320182238922117,0.889487799403231,FALSE,"Not significant"
"Gene0788",178.0854042887,-0.148719183671299,0.22186220148224,0.317593326253337,0.889487799403231,FALSE,"Not significant"
"Gene0824",91.3233701896277,0.147183393619581,0.22116101229352,0.328873482637264,0.889487799403231,FALSE,"Not significant"
"Gene0917",103.136128196221,0.147021602182758,0.235036374292957,0.329567360996787,0.889487799403231,FALSE,"Not significant"
"Gene0945",783.898734273734,0.138107807302984,0.259442782303393,0.3102429718716,0.889487799403231,FALSE,"Not significant"
"Gene0962",39.8098754110422,-0.143845802547714,0.243286457745155,0.335271842135625,0.889487799403231,FALSE,"Not significant"
"Gene0101",106.81953365179,-0.141503793942069,0.222956103434191,0.33807014351215,0.893005405580608,FALSE,"Not significant"
"Gene0179",31.7202622543983,-0.140879947776825,0.218271324243713,0.347336765212678,0.893005405580608,FALSE,"Not significant"
"Gene0187",23.4905488895289,0.136235540342185,0.242016975891074,0.353245531879771,0.893005405580608,FALSE,"Not significant"
"Gene0189",90.6821240310964,-0.135404389436161,0.225356087095909,0.354929315171014,0.893005405580608,FALSE,"Not significant"
"Gene0229",8.58790030516873,0.127812161496152,0.263167586577485,0.355909690563877,0.893005405580608,FALSE,"Not significant"
"Gene0238",182.215416805125,-0.136583886132002,0.247650493763473,0.341533126290738,0.893005405580608,FALSE,"Not significant"
"Gene0268",63.1538845880002,-0.140274164328029,0.214147091984177,0.348475371896084,0.893005405580608,FALSE,"Not significant"
"Gene0293",80.1531278167638,-0.131080908076076,0.197290345270831,0.367651937598775,0.893005405580608,FALSE,"Not significant"
"Gene0299",129.491623186998,0.138015144277361,0.245048875371824,0.343543450777597,0.893005405580608,FALSE,"Not significant"
"Gene0300",86.2176051415361,0.130233125142627,0.248202145844707,0.362440722208215,0.893005405580608,FALSE,"Not significant"
"Gene0340",40.5211168987993,0.133342612579715,0.227761138604061,0.36839858996652,0.893005405580608,FALSE,"Not significant"
"Gene0380",29.7146226633099,-0.094691436217489,0.281288493628019,0.338698279207087,0.893005405580608,FALSE,"Not significant"
"Gene0381",87.9896698194083,-0.131170998751447,0.235975892214703,0.36830278754048,0.893005405580608,FALSE,"Not significant"
"Gene0386",320.645514295008,0.133579285951966,0.235342201252455,0.363913615402143,0.893005405580608,FALSE,"Not significant"
"Gene0394",192.213535966979,0.134845252474513,0.213631498122516,0.367087367147448,0.893005405580608,FALSE,"Not significant"
"Gene0409",40.3158218878503,0.136539558257431,0.212326078500302,0.360197894285731,0.893005405580608,FALSE,"Not significant"
"Gene0463",101.045140201508,-0.133079811789135,0.237499470550606,0.357799844686091,0.893005405580608,FALSE,"Not significant"
"Gene0470",158.766212327848,0.141227606129794,0.219833371361086,0.348418147644488,0.893005405580608,FALSE,"Not significant"
"Gene0493",54.4880459137421,0.128340315949565,0.247671845938808,0.364585566424551,0.893005405580608,FALSE,"Not significant"
"Gene0537",225.084524808721,-0.137560377670032,0.203300061291283,0.352036698619015,0.893005405580608,FALSE,"Not significant"
"Gene0659",166.40542981374,0.131670553398168,0.253105976088679,0.345254648577944,0.893005405580608,FALSE,"Not significant"
"Gene0670",144.381740466349,0.136923135390016,0.212585353970238,0.35781627716011,0.893005405580608,FALSE,"Not significant"
"Gene0688",111.235849187353,-0.133594745285198,0.201828556948322,0.361701187970492,0.893005405580608,FALSE,"Not significant"
"Gene0694",42.9039896862564,-0.137685534656773,0.231005349357739,0.356614491451845,0.893005405580608,FALSE,"Not significant"
"Gene0750",328.204191065272,-0.137972192353371,0.223343981358368,0.355497492411029,0.893005405580608,FALSE,"Not significant"
"Gene0752",23.5922197779728,-0.131909701476635,0.239872910212995,0.364471810704338,0.893005405580608,FALSE,"Not significant"
"Gene0759",142.798356141428,-0.131881735188879,0.187400073775887,0.356642543753465,0.893005405580608,FALSE,"Not significant"
"Gene0767",194.765407082315,0.140417881703743,0.224885088824057,0.344146465891806,0.893005405580608,FALSE,"Not significant"
"Gene0855",69.4455518432011,0.13311789526166,0.24122543797991,0.35877752454417,0.893005405580608,FALSE,"Not significant"
"Gene0863",89.4473220190552,-0.140556809639717,0.242002020181162,0.341020914090113,0.893005405580608,FALSE,"Not significant"
"Gene0886",360.411283063836,0.140739206758439,0.222872119239576,0.34880624544847,0.893005405580608,FALSE,"Not significant"
"Gene0916",131.472408016864,-0.126935925717001,0.253079554015106,0.366120145406593,0.893005405580608,FALSE,"Not significant"
"Gene0926",50.4179363103332,0.1342915133186,0.21727031162431,0.367916937631137,0.893005405580608,FALSE,"Not significant"
"Gene0928",13.6687415687459,0.131639051799834,0.258980990155716,0.346515422176218,0.893005405580608,FALSE,"Not significant"
"Gene0975",130.999313774762,0.135297811157346,0.230164760856402,0.35384469963466,0.893005405580608,FALSE,"Not significant"
"Gene0355",526.165049507384,0.131133126588648,0.22324484877645,0.37109980161564,0.895165131214312,FALSE,"Not significant"
"Gene0919",116.895350281833,0.123843679013045,0.24708095839485,0.370758054547316,0.895165131214312,FALSE,"Not significant"
"Gene0333",104.595908778926,0.128232623652769,0.248016396456157,0.374485421662864,0.897791976828359,FALSE,"Not significant"
"Gene0540",198.385429615284,0.13171861551659,0.207690256071,0.37574064764174,0.897791976828359,FALSE,"Not significant"
"Gene0541",90.7995477645739,-0.130293701159833,0.216089793929703,0.373128081000178,0.897791976828359,FALSE,"Not significant"
"Gene0550",26.8856517691139,0.129329994601392,0.243485033753559,0.375819897276987,0.897791976828359,FALSE,"Not significant"
"Gene0774",52.7420131714935,-0.129451230276983,0.229787729950908,0.379669733819489,0.900463709226557,FALSE,"Not significant"
"Gene0947",30.9612142896306,-0.130470883078285,0.232506424395597,0.379465764396475,0.900463709226557,FALSE,"Not significant"
"Gene0973",378.466946385013,-0.129451938268009,0.217788053023446,0.379116890656619,0.900463709226557,FALSE,"Not significant"
"Gene0208",86.2383836215501,-0.126399815587733,0.191070565477757,0.381323982571015,0.902223489863,FALSE,"Not significant"
"Gene0391",46.6094357606753,0.124903636189625,0.243570956660454,0.386786696527926,0.910060679509847,FALSE,"Not significant"
"Gene0435",53.2205144439592,-0.127184015436007,0.203417269342334,0.387739334646305,0.910060679509847,FALSE,"Not significant"
"Gene0496",66.2053002759181,0.125350864507914,0.190562002851879,0.386242088301812,0.910060679509847,FALSE,"Not significant"
"Gene0800",46.3245956240828,-0.126124459958173,0.237710814323971,0.388317094795911,0.910060679509847,FALSE,"Not significant"
"Gene0616",141.927838507659,-0.125264663814631,0.198285888491112,0.389769946583144,0.911306092602196,FALSE,"Not significant"
"Gene0488",67.9842233090176,0.122680105857525,0.234729134229391,0.396402114742805,0.911724863908451,FALSE,"Not significant"
"Gene0661",13.380651445557,-0.118320591015293,0.257745944844636,0.392020390867954,0.911724863908451,FALSE,"Not significant"
"Gene0671",29.5427176951909,0.117622323017412,0.246265195399187,0.396234544113168,0.911724863908451,FALSE,"Not significant"
"Gene0737",79.3752834773064,-0.123215899582044,0.228252537797736,0.394662490427741,0.911724863908451,FALSE,"Not significant"
"Gene0780",214.98276640563,-0.124432380221371,0.201452923467137,0.395899805401557,0.911724863908451,FALSE,"Not significant"
"Gene0809",30.5040018756472,0.126136336081567,0.2263105479738,0.392810301131919,0.911724863908451,FALSE,"Not significant"
"Gene0924",108.695043503595,0.126342486247758,0.236486531614698,0.390975102471082,0.911724863908451,FALSE,"Not significant"
"Gene0132",19.0620638146114,-0.123222624017375,0.236871437859193,0.401085242115575,0.918677347075777,FALSE,"Not significant"
"Gene0740",445.478766941294,0.120936510767646,0.243167378699526,0.401282723899632,0.918677347075777,FALSE,"Not significant"
"Gene0714",92.8776516816062,-0.124233193070554,0.221795322340771,0.402556952643324,0.919466111233827,FALSE,"Not significant"
"Gene0654",193.373437946772,0.122222404463832,0.225030246119719,0.405745890797474,0.922553446912006,FALSE,"Not significant"
"Gene0873",150.65500998774,0.121030267010903,0.22540279896195,0.406085653205313,0.922553446912006,FALSE,"Not significant"
"Gene0875",44.0536304994253,0.123478382447052,0.225536655962256,0.406707080741794,0.922553446912006,FALSE,"Not significant"
"Gene0215",176.381342960428,0.120898137009033,0.235530807200923,0.40814959102803,0.923706969168699,FALSE,"Not significant"
"Gene0108",89.7853671882061,0.111992519078456,0.225214444330888,0.442003969569492,0.924190118190756,FALSE,"Not significant"
"Gene0141",176.164937973636,0.120035438280311,0.200358283796021,0.413299432937417,0.924190118190756,FALSE,"Not significant"
"Gene0173",29.4036076915285,-0.112359241279554,0.232155494440254,0.438969093726085,0.924190118190756,FALSE,"Not significant"
"Gene0200",106.628638939174,0.108365422472464,0.24321674349184,0.431890590972285,0.924190118190756,FALSE,"Not significant"
"Gene0292",234.08142613862,0.117037682576466,0.218899795914382,0.427501775441872,0.924190118190756,FALSE,"Not significant"
"Gene0316",330.94431545699,-0.117285789094572,0.216971248489353,0.42542672332182,0.924190118190756,FALSE,"Not significant"
"Gene0425",117.285513140043,0.114929586331891,0.218969090054604,0.437588509489769,0.924190118190756,FALSE,"Not significant"
"Gene0443",162.2878555386,-0.113302521448132,0.216043955594031,0.433551022545417,0.924190118190756,FALSE,"Not significant"
"Gene0495",18.0564234074754,0.115449978957285,0.240498608719077,0.423257571548362,0.924190118190756,FALSE,"Not significant"
"Gene0514",138.075723187859,0.101365272150119,0.249592760290651,0.435174600859458,0.924190118190756,FALSE,"Not significant"
"Gene0553",29.9210891500136,-0.108012131344012,0.242249122914836,0.44082773398514,0.924190118190756,FALSE,"Not significant"
"Gene0586",31.2979620323556,-0.11752703634641,0.24308119978025,0.414226260691051,0.924190118190756,FALSE,"Not significant"
"Gene0587",53.0766184434573,-0.107797165415873,0.238596407730455,0.437706011642307,0.924190118190756,FALSE,"Not significant"
"Gene0605",138.371150989812,-0.10226231103488,0.249023480865757,0.434554584454522,0.924190118190756,FALSE,"Not significant"
"Gene0607",221.287313064873,0.115761933104029,0.204042314074358,0.429726706804497,0.924190118190756,FALSE,"Not significant"
"Gene0608",37.1953899387481,0.118462848674973,0.207567692635424,0.42259706387159,0.924190118190756,FALSE,"Not significant"
"Gene0611",273.687769262938,-0.115922338596738,0.205797484971289,0.432466096964111,0.924190118190756,FALSE,"Not significant"
"Gene0613",48.6357644520168,0.1154441892387,0.21461712207065,0.436073217121485,0.924190118190756,FALSE,"Not significant"
"Gene0628",50.7490945701295,0.112053787576559,0.230008135096785,0.438643749824044,0.924190118190756,FALSE,"Not significant"
"Gene0629",106.809338549856,-0.116759398405231,0.210440716229055,0.419874843293738,0.924190118190756,FALSE,"Not significant"
"Gene0637",121.930421479999,-0.110302415485018,0.189398561891425,0.441173051451015,0.924190118190756,FALSE,"Not significant"
"Gene0641",195.944263601585,0.118562415343663,0.202963041441787,0.420505202194791,0.924190118190756,FALSE,"Not significant"
"Gene0679",31.5003926415371,-0.117871702437843,0.233248631933594,0.417759190602274,0.924190118190756,FALSE,"Not significant"
"Gene0745",137.012311013178,0.113933014131564,0.208754306913884,0.434218493589119,0.924190118190756,FALSE,"Not significant"
"Gene0781",143.941368125099,-0.118681897151292,0.233405193511177,0.41106211511845,0.924190118190756,FALSE,"Not significant"
"Gene0796",68.9116319738195,-0.111346860290897,0.19513898071419,0.440642748599752,0.924190118190756,FALSE,"Not significant"
